MLB Salary Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,HS,HS,HS,HS,HS,HS,HS,HS,HS,JC,JC,JC,JC,JC,JC,JC,JC,JC,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,,,,,HS,HS,HS,HS,HS,HS,HS,HS,HS,JC,JC,JC,JC,JC,JC,JC,JC,JC,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr
,,,,,,,,0,23,26th - 30th Round,  $-    ," $31,073 ",  $-    ,  $-    ,  $-    ," $57,908 "," $76,063 "," $38,090 "," $37,255 "," $112,994 ",  $-    ," $57,333 ",  $-    ,  $-    ,  $-    ," $55,060 "," $13,578 "," $25,527 "," $7,883 ",  $-    ,  $-    ,  $-    ,  $-    ," $5,031 "," $44,333 "," $19,369 "," $14,548 ",,0,23,26th - 30th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $31,553 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $14,548 "
,,,,,,,,0,24,31st - 35th Round," $16,269 ",  $-    ," $21,053 "," $40,230 "," $30,103 "," $23,472 "," $37,692 "," $21,823 "," $24,333 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $5,990 "," $48,333 "," $8,562 "," $12,681 "," $20,183 ",  $-    ,  $-    ,  $-    ,  $-    ," $8,845 ",  $-    ," $11,414 "," $7,676 ",,0,24,31st - 35th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $24,333 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $13,665 "
,,,,,,,,0,25,36th - 40th Round,  $-    ,  $-    ," $113,833 ",  $-    ," $70,608 ",  $-    ," $55,846 "," $38,383 "," $31,553 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $46,512 ",  $-    ," $7,255 ",  $-    ,  $-    ," $11,111 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $499 ,,0,25,36th - 40th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $16,838 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $7,676 "
,,,,,,,,0,26,41st Round +," $11,065 "," $5,157 ",  $-    ,  $-    ," $30,303 "," $17,184 "," $20,936 "," $19,361 "," $16,838 "," $29,144 ",  $-    ," $149,402 "," $57,143 "," $48,173 ",  $-    ,  $-    ," $24,921 "," $24,219 "," $9,273 ",  $-    ,  $-    ," $69,744 ",  $-    ," $22,975 "," $93,103 "," $38,176 "," $33,252 ",,0,26,41st Round +, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $499 
,,,,,,,,0,,,,,,,,,,," $60,109 ",,,,,,,,," $25,230 ",,,,,,,,," $41,396 ",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,YEAR = ,1,  High School  ,,,,,,,,,  JUCO  ,,,,,,,,,  Undergrad  ,,,,,,,,,,1,YEAR = ,1,  High School  ,,,,,,,,,  JUCO  ,,,,,,,,,  Undergrad  ,,,,,,,,
,,,,,,,,1,,MLB $ Percentile,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,,1,,MLB $ Percentile,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  
,,,,,,,,1,1,1st,  $-    ," $2,166,667 ",  $-    ,  $-    ," $366,667 "," $4,133,333 ",  $-    ,  $-    ," $1,490,909 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $507,143 "," $273,077 ",,1,1,1st," $619,048 "," $2,916,667 "," $3,066,667 "," $1,845,982 "," $887,225 "," $4,133,333 "," $1,030,556 "," $1,500,000 "," $1,490,909 "," $930,555 ", $-   ," $4,409,829 "," $133,333 "," $442,308 "," $208,333 "," $413,333 "," $711,111 "," $1,066,667 "," $493,704 "," $1,080,000 "," $12,166,667 "," $2,466,667 "," $3,811,111 "," $822,917 "," $942,857 "," $3,572,222 "," $1,801,111 "
,,,,,,,,1,2,2nd," $200,000 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $800,000 "," $133,333 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $12,166,667 "," $2,246,667 ",  $-    ,  $-    ,  $-    ,  $-    ," $1,041,250 ",,1,2,2nd," $479,012 "," $2,450,991 "," $295,833 "," $938,889 "," $723,333 "," $3,737,460 "," $598,443 "," $800,000 "," $987,533 "," $107,345 ", $-   ," $1,600,000 "," $68,651 "," $363,333 "," $84,046 "," $235,294 "," $666,667 "," $216,802 "," $233,333 "," $835,714 "," $785,714 "," $2,246,667 "," $233,333 "," $418,182 "," $310,256 "," $507,143 "," $1,041,250 "
,,,,,,,,1,3,3rd,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $3,737,460 ",  $-    ,  $-    ," $373,746 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,861,111 ",  $-    ,  $-    ,  $-    ," $3,572,222 "," $1,801,111 ",,1,3,3rd," $235,897 "," $2,166,667 "," $44,737 "," $571,429 "," $366,667 "," $644,444 "," $404,667 "," $470,370 "," $591,849 "," $27,322 ", $-   ," $173,846 "," $20,238 "," $41,564 "," $8,799 "," $166,667 "," $303,922 "," $214,813 "," $212,366 "," $428,571 "," $500,000 "," $1,861,111 "," $199,020 "," $342,899 "," $229,182 "," $285,000 "," $701,515 "
,,,,,,,,1,4,4th,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,500,000 "," $428,571 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $2,466,667 ",  $-    ,  $-    ,  $-    ,  $-    ," $290,196 ",,1,4,4th," $200,000 "," $1,833,333 "," $44,444 "," $470,588 "," $357,161 "," $611,765 "," $389,222 "," $319,989 "," $438,596 "," $11,565 ", $-   ," $33,333 ", $-   ," $16,260 "," $7,552 "," $100,000 "," $85,586 "," $205,128 "," $58,559 "," $323,529 "," $315,686 "," $1,708,333 "," $181,667 "," $333,333 "," $175,862 "," $216,799 "," $323,611 "
,,,,,,,,1,5,5th,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $233,333 ",  $-    ,  $-    ," $1,708,333 ",  $-    ,  $-    ,  $-    ,  $-    ," $323,611 ",,1,5,5th," $189,189 "," $1,349,604 "," $33,333 "," $166,667 "," $293,333 "," $345,238 "," $379,310 "," $234,259 "," $428,571 "," $5,628 ", $-   , $-   , $-   ," $12,195 "," $3,509 "," $90,179 "," $33,414 "," $141,473 "," $53,058 "," $166,667 "," $102,501 "," $388,506 "," $177,083 "," $194,667 "," $93,518 "," $215,690 "," $290,196 "
,,,,,,,,1,6,6th - 10th,  $-    ," $2,450,991 ",  $-    ," $1,845,982 "," $723,333 "," $644,444 ",  $-    ," $229,333 "," $591,849 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,080,000 "," $500,000 ",  $-    ," $3,811,111 "," $333,333 "," $942,857 ",  $-    ," $701,515 ",,1,6,6th - 10th," $68,817 "," $459,649 "," $14,889 "," $70,922 "," $277,315 "," $227,451 "," $178,458 "," $229,333 "," $373,746 ", $-   , $-   , $-   , $-   , $-   ," $1,697 "," $55,639 "," $30,392 "," $108,076 "," $41,935 "," $92,023 "," $25,000 "," $333,333 "," $169,444 "," $190,789 "," $92,759 "," $77,193 "," $273,077 "
,,,,,,,,1,7,11th - 15th,  $-    ," $1,833,333 ",  $-    ,  $-    ,  $-    ," $611,765 "," $85,417 ",  $-    ," $301,913 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $418,182 ",  $-    ," $77,193 "," $97,849 ",,1,7,11th - 15th," $67,396 "," $454,545 "," $13,889 "," $66,667 "," $233,333 "," $171,795 "," $141,667 "," $210,297 "," $301,913 ", $-   , $-   , $-   , $-   , $-   , $-   ," $47,145 "," $28,967 "," $91,844 "," $8,634 "," $38,889 "," $4,255 "," $165,944 "," $126,984 "," $188,172 "," $82,364 "," $69,514 "," $264,282 "
,,,,,,,,1,8,16th - 20th,  $-    ," $2,916,667 ",  $-    ,  $-    ," $233,333 "," $345,238 "," $33,333 ",  $-    ," $216,402 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $835,714 ",  $-    ,  $-    ,  $-    ,  $-    ," $310,256 ",  $-    ," $162,022 ",,1,8,16th - 20th," $21,053 "," $66,667 ", $-   ," $66,092 "," $220,833 "," $142,622 "," $122,481 "," $185,641 "," $216,402 ", $-   , $-   , $-   , $-   , $-   , $-   ," $44,444 "," $21,561 "," $80,729 "," $2,647 "," $4,545 "," $3,825 "," $161,630 "," $75,172 "," $153,463 "," $74,074 "," $66,196 "," $233,425 "
,,,,,,,,1,9,End of 1st," $619,048 "," $1,349,604 ",  $-    ," $571,429 "," $35,185 "," $171,795 "," $1,030,556 "," $470,370 "," $438,596 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $822,917 ",  $-    ," $215,690 "," $233,425 ",,1,9,End of 1st," $15,849 "," $39,286 ", $-   ," $49,259 "," $88,235 "," $117,677 "," $99,090 "," $181,529 "," $214,726 ", $-   , $-   , $-   , $-   , $-   , $-   ," $39,308 "," $19,660 "," $31,662 ", $-   , $-   , $-   ," $124,359 "," $57,407 "," $121,569 "," $57,119 "," $62,842 "," $174,350 "
,,,,,,,,1,10,Beg of 2nd," $479,012 ",  $-    ,  $-    ," $938,889 "," $887,225 "," $227,451 "," $598,443 "," $234,259 "," $987,533 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $711,111 "," $1,066,667 ",  $-    ,  $-    ,  $-    ," $161,630 ",  $-    ," $194,667 "," $30,476 "," $10,648 "," $118,184 ",,1,10,Beg of 2nd," $13,071 "," $31,073 ", $-   ," $29,167 "," $85,185 "," $75,180 "," $93,388 "," $174,616 "," $206,986 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $19,298 "," $29,024 ", $-   , $-   , $-   ," $120,293 "," $47,778 "," $60,513 "," $51,786 "," $59,462 "," $162,022 "
,,,,,,,,1,11,End of 2nd,  $-    ,  $-    ,  $-    ,  $-    ," $293,333 ",  $-    ," $404,667 "," $319,989 "," $214,726 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $666,667 "," $205,128 "," $493,704 ",  $-    ,  $-    ,  $-    ," $233,333 "," $342,899 ",  $-    ," $285,000 "," $264,282 ",,1,11,End of 2nd, $-   ," $23,611 ", $-   ," $15,580 "," $72,548 "," $69,019 "," $85,417 "," $143,727 "," $156,995 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $13,218 "," $23,992 ", $-   , $-   , $-   ," $42,593 "," $9,617 "," $54,839 "," $36,356 "," $52,157 "," $118,184 "
,,,,,,,,1,12,3rd Round," $189,189 "," $459,649 ",  $-    ,  $-    ," $357,161 "," $5,714 "," $389,222 "," $181,529 "," $206,986 "," $930,555 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $303,922 "," $216,802 "," $212,366 ",  $-    ,  $-    ," $42,593 "," $181,667 "," $188,172 "," $82,364 "," $216,799 "," $174,350 ",,1,12,3rd Round, $-   ," $3,039 ", $-   , $-   ," $68,000 "," $31,694 "," $78,431 "," $103,749 "," $137,048 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $20,047 ", $-   , $-   , $-   ," $20,000 "," $3,352 "," $27,357 "," $32,576 "," $47,775 "," $113,222 "
,,,,,,,,1,13,4th Round,  $-    ,  $-    ," $3,066,667 "," $470,588 "," $85,185 "," $117,677 "," $178,458 "," $174,616 "," $156,995 ",  $-    ,  $-    ,  $-    ," $133,333 ",  $-    ,  $-    ,  $-    ,  $-    ," $10,811 "," $41,935 ",  $-    ,  $-    ,  $-    ,  $-    ," $54,839 "," $175,862 "," $52,157 "," $61,979 ",,1,13,4th Round, $-   , $-   , $-   , $-   ," $63,281 "," $21,667 "," $66,754 "," $81,440 "," $133,333 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $18,481 ", $-   , $-   , $-   ," $10,256 ", $-   ," $15,528 "," $30,476 "," $35,197 "," $106,326 "
,,,,,,,,1,14,5th Round," $21,053 ",  $-    ,  $-    ," $166,667 "," $277,315 "," $142,622 "," $45,614 "," $185,641 "," $133,303 ",  $-    ,  $-    ,  $-    ,  $-    ," $363,333 "," $208,333 ",  $-    ,  $-    ," $91,844 "," $58,559 "," $166,667 "," $315,686 "," $20,000 "," $126,984 ",  $-    ," $74,074 "," $35,197 "," $66,285 ",,1,14,5th Round, $-   , $-   , $-   , $-   ," $56,599 "," $16,275 "," $55,309 "," $52,359 "," $133,303 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $10,811 ", $-   , $-   , $-   ," $3,738 ", $-   ," $13,820 "," $12,276 "," $35,123 "," $97,849 "
,,,,,,,,1,15,6th Round,  $-    ,  $-    ,  $-    ,  $-    ," $220,833 ",  $-    ," $379,310 "," $210,297 "," $137,048 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $428,571 ",  $-    ," $333,333 "," $177,083 "," $190,789 "," $93,518 "," $30,928 "," $106,326 ",,1,15,6th Round, $-   , $-   , $-   , $-   ," $55,903 "," $5,714 "," $45,614 "," $49,817 "," $78,415 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $9,591 ", $-   , $-   , $-   , $-   , $-   ," $9,057 "," $5,970 "," $30,928 "," $76,747 "
,,,,,,,,1,16,7th Round,  $-    ,  $-    ,  $-    ," $29,167 "," $88,235 "," $31,694 "," $78,431 "," $143,727 "," $78,415 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $413,333 "," $30,392 "," $80,729 ",  $-    ,  $-    ,  $-    ,  $-    ," $57,407 "," $121,569 "," $229,182 "," $59,462 "," $76,747 ",,1,16,7th Round, $-   , $-   , $-   , $-   ," $39,755 "," $2,564 "," $42,857 "," $28,986 "," $59,367 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $7,255 ", $-   , $-   , $-   , $-   , $-   ," $2,828 "," $4,444 "," $29,698 "," $66,285 "
,,,,,,,,1,17,8th Round," $235,897 ",  $-    ,  $-    ,  $-    ," $15,747 ",  $-    ," $122,481 "," $4,869 "," $48,008 ",  $-    ,  $-    ," $4,409,829 ",  $-    ,  $-    ,  $-    ," $166,667 ",  $-    ," $214,813 ",  $-    ," $323,529 "," $785,714 "," $120,293 "," $169,444 "," $153,463 "," $12,276 "," $66,196 "," $113,222 ",,1,17,8th Round, $-   , $-   , $-   , $-   ," $35,185 ", $-   ," $33,333 "," $28,957 "," $54,945 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $23,099 "," $61,979 "
,,,,,,,,1,18,9th Round,  $-    ,  $-    ,  $-    ," $49,259 "," $68,000 ",  $-    ," $141,667 "," $28,986 "," $37,470 ",  $-    ,  $-    ,  $-    ,  $-    ," $442,308 ",  $-    ," $235,294 "," $19,298 "," $108,076 ",  $-    ,  $-    ,  $-    ," $124,359 "," $47,778 "," $60,513 "," $5,970 "," $69,514 "," $46,091 ",,1,18,9th Round, $-   , $-   , $-   , $-   ," $27,089 ", $-   ," $26,492 "," $24,197 "," $48,885 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $19,786 "," $55,634 "
,,,,,,,,1,19,10th Round," $68,817 "," $454,545 ",  $-    ," $66,667 ",  $-    ,  $-    ,  $-    ," $16,667 "," $36,533 ",  $-    ,  $-    ," $1,600,000 ",  $-    ,  $-    ,  $-    ," $100,000 "," $85,586 "," $141,473 ",  $-    ,  $-    ,  $-    ," $388,506 "," $199,020 ",  $-    ,  $-    ," $35,123 "," $55,634 ",,1,19,10th Round, $-   , $-   , $-   , $-   ," $15,747 ", $-   ," $17,032 "," $22,023 "," $48,008 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $12,926 "," $46,091 "
,,,,,,,,1,20,11th - 15th Round," $67,396 "," $66,667 ",  $-    ,  $-    ," $56,599 "," $16,275 "," $93,388 "," $81,440 "," $59,367 ",  $-    ,  $-    ,  $-    ,  $-    ," $16,260 "," $84,046 ",  $-    ," $33,414 "," $29,024 ",  $-    ," $92,023 "," $102,501 "," $3,738 "," $75,172 ",  $-    ," $36,356 "," $62,842 "," $44,168 ",,1,20,11th - 15th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $16,667 "," $42,023 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $10,648 "," $44,168 "
,,,,,,,,1,21,16th - 20th Round,  $-    ," $23,611 "," $33,333 "," $70,922 "," $55,903 "," $2,564 "," $55,309 "," $103,749 "," $54,945 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $44,444 ",  $-    ," $7,255 ",  $-    ," $38,889 "," $4,255 "," $165,944 "," $3,352 "," $15,528 "," $32,576 "," $19,786 "," $24,565 ",,1,21,16th - 20th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $4,869 "," $37,470 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $33,170 "
,,,,,,,,1,22,21st - 25th Round,  $-    ," $39,286 "," $44,444 ",  $-    ," $39,755 "," $75,180 "," $17,032 "," $28,957 "," $34,174 "," $11,565 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $39,308 "," $28,967 "," $20,047 "," $2,647 ",  $-    ," $3,825 ",  $-    , $-   ," $2,828 "," $51,786 "," $23,099 "," $15,847 ",,1,22,21st - 25th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $36,533 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $24,565 "
,,,,,,,,1,23,26th - 30th Round,  $-    ," $31,073 "," $14,889 "," $15,580 ",  $-    ," $69,019 "," $99,090 "," $52,359 "," $48,885 "," $107,345 ",  $-    ,  $-    ,  $-    ,  $-    ," $3,509 "," $90,179 "," $19,660 "," $31,662 "," $8,634 "," $4,545 ",  $-    ,  $-    ,  $-    ," $9,057 "," $57,119 "," $29,698 "," $20,971 ",,1,23,26th - 30th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $34,174 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $20,971 "
,,,,,,,,1,24,31st - 35th Round," $15,849 ",  $-    ," $44,737 "," $66,092 "," $63,281 ",  $-    ," $42,857 "," $24,197 "," $26,427 ",  $-    ,  $-    ," $33,333 "," $20,238 "," $12,195 "," $7,552 "," $55,639 "," $13,218 "," $18,481 "," $53,058 ",  $-    ,  $-    ,  $-    ,  $-    ," $13,820 ",  $-    ," $12,926 "," $12,318 ",,1,24,31st - 35th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $26,427 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $15,847 "
,,,,,,,,1,25,36th - 40th Round,  $-    ,  $-    ," $295,833 ",  $-    ," $72,548 ",  $-    ," $66,754 "," $49,817 "," $42,023 "," $5,628 ",  $-    ,  $-    ,  $-    ,  $-    ," $8,799 "," $47,145 ",  $-    ," $9,591 ",  $-    ,  $-    ," $25,000 ",  $-    ," $9,617 ",  $-    ," $4,444 ",  $-    ," $2,436 ",,1,25,36th - 40th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $19,446 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $12,318 "
,,,,,,,,1,26,41st Round +," $13,071 "," $3,039 "," $13,889 ",  $-    ," $27,089 "," $21,667 "," $26,492 "," $22,023 "," $19,446 "," $27,322 ",  $-    ," $173,846 "," $68,651 "," $41,564 "," $1,697 ",  $-    ," $21,561 "," $23,992 ",  $-    ,  $-    ,  $-    ," $10,256 ",  $-    ," $27,357 "," $92,759 "," $47,775 "," $33,170 ",,1,26,41st Round +, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,436 "
,,,,,,,,1,,,,,,,,,,," $65,487 ",,,,,,,,," $29,621 ",,,,,,,,," $50,044 ",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2,YEAR = ,2,  High School  ,,,,,,,,,  JUCO  ,,,,,,,,,  Undergrad  ,,,,,,,,,,2,YEAR = ,2,  High School  ,,,,,,,,,  JUCO  ,,,,,,,,,  Undergrad  ,,,,,,,,
,,,,,,,,2,,MLB $ Percentile,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,,2,,MLB $ Percentile,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  
,,,,,,,,2,1,1st,  $-    ," $2,400,000 ",  $-    ,  $-    ," $833,333 "," $4,522,222 ",  $-    ,  $-    ," $1,830,303 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $233,333 "," $116,667 ",,2,1,1st," $692,857 "," $3,000,000 "," $2,533,333 "," $1,139,422 "," $833,333 "," $4,522,222 "," $833,333 "," $1,750,000 "," $1,830,303 "," $1,180,555 ", $-   ," $4,688,889 "," $50,238 "," $406,667 "," $103,801 "," $400,000 "," $785,185 "," $1,177,778 "," $653,704 "," $958,095 "," $12,833,333 "," $3,133,333 "," $3,322,222 "," $866,667 "," $871,795 "," $373,626 "," $1,224,444 "
,,,,,,,,2,2,2nd,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,200,000 "," $133,333 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $12,833,333 "," $2,766,667 ",  $-    ,  $-    ,  $-    ,  $-    ," $1,224,444 ",,2,2,2nd," $530,719 "," $2,400,000 "," $429,231 "," $437,500 "," $543,214 "," $726,190 "," $538,272 "," $1,200,000 "," $710,611 "," $129,944 ", $-   ," $1,733,333 ", $-   ," $319,444 "," $60,606 "," $176,471 "," $296,078 "," $250,142 "," $400,000 "," $694,444 "," $857,143 "," $2,766,667 "," $366,667 "," $433,333 "," $218,182 "," $297,619 "," $542,083 "
,,,,,,,,2,3,3rd,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,777,778 ",  $-    ,  $-    ,  $-    ,  $-    ," $355,556 ",,2,3,3rd," $82,051 "," $1,833,333 ", $-   ," $428,571 "," $461,000 "," $611,111 "," $416,092 "," $256,410 "," $500,000 "," $17,486 ", $-   ," $88,974 ", $-   ," $41,975 "," $34,722 "," $136,667 "," $120,952 "," $226,995 "," $147,222 "," $318,750 "," $666,667 "," $2,200,000 "," $224,444 "," $415,152 "," $159,312 "," $233,333 "," $433,333 "
